0,0,0,0,0,0,0,0,0,0,0,6808.120689,3188.323759,5083.851501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1987,1852,1908,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,10448.536784,14302.983428,89759.299659,18787.150667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1233,1181,1125,1152,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,4994.940778,5799.243284,6314.976283,30893.387095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2016,1968,2002,2008,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,7647.228719,8359.878116,29272.820196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1492,1415,1500,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,6454.011946,4480.792395,12789.555018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1844,1893,1900,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,2858.265658,465.888861,951.318555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1789,1892,1745,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,100000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1782,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,1888.098484,2975.800515,5097.521790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1934,1891,1888,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,2500.621706,3648.424300,15571.265881,18027.281465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1280,1215,1202,1199,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,1914.723203,1010.702295,1244.830699,7777.639749,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1756,1680,1783,1802,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,7888.238176,8327.499305,2499.802899,1650.531486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,534,543,525,548,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,543.217739,317.334143,512.566000,20.684333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1841,1751,1890,1754,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,12318.743390,3555.919325,3680.594877,3768.411944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,794,775,824,737,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1538.219202,3737.421247,663.432598,883.379573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1644,1598,1642,1602,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,1366.657834,1499.841403,3675.331047,5120.244333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1470,1463,1464,1522,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,1907.977131,703.861946,378.149936,324.927933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1713,1706,1772,1786,0,0,0,0,0,0
