BldCode,CenterX,CenterY,Height,Area
1,361620.97,3713973.64,60,94.31
2,361592.51,3713963.58,60,69.34
3,361591.56,3713973.67,60,63.05
4,361583.54,3713966.55,60,14.70
5,361590.77,3713987.31,60,138.71
6,361590.99,3713998.15,60,95.92
7,361603.81,3713974.05,60,109.91
8,361612.01,3713995.21,60,244.87
9,361634.37,3714002.43,90,31.36
10,361601.98,3714024.94,60,121.62
11,361605.44,3714014.30,60,70.97
12,361607.20,3714006.43,60,16.00
13,361578.45,3714007.93,60,79.70
14,361584.71,3714033.52,60,54.23
15,361594.84,3714035.79,150,46.11
16,361600.29,3714037.21,60,40.02
17,361583.66,3714072.25,60,239.51
18,361572.06,3714029.68,90,166.72
19,361569.90,3714003.42,60,80.07
20,361523.90,3713989.47,60,194.75
21,361542.37,3713992.78,60,134.21
22,361555.68,3713995.85,60,57.67
23,361570.78,3713988.93,60,165.85
24,361579.16,3713974.59,60,70.02
25,361581.86,3713956.12,60,80.71
26,361569.07,3713972.88,60,48.03
27,361566.85,3713954.67,60,8.65
28,361574.12,3713954.24,60,115.05
29,361552.95,3713944.88,60,217.28
30,361545.55,3713956.57,60,2.51
31,361517.73,3714052.13,60,92.34
32,361503.83,3714050.34,60,85.81
33,361519.44,3714018.29,120,484.98
34,361525.50,3714051.99,120,93.01
35,361532.78,3714078.43,360,1399.46
36,361579.26,3714241.07,60,60.15
37,361567.64,3714236.70,60,123.50
38,361555.56,3714233.42,60,36.98
39,361524.59,3714202.90,60,515.07
40,361510.67,3714181.42,60,94.06
41,361521.33,3714171.41,60,29.86
42,361513.80,3714168.79,60,90.28
43,361521.52,3714156.09,60,289.78
44,361527.88,3714173.50,60,58.84
45,361540.77,3714179.85,60,28.31
46,361552.52,3714181.74,120,90.98
47,361536.58,3714191.60,90,94.34
48,361527.70,3714187.49,60,89.03
49,361544.05,3714195.17,60,31.40
50,361556.88,3714191.96,60,47.40
51,361554.65,3714197.43,60,55.14
52,361552.91,3714203.67,60,123.51
53,361551.96,3714215.80,60,38.81
54,361582.64,3714204.90,60,7.24
55,361578.10,3714197.94,60,9.29
56,361553.48,3714168.00,60,297.86
57,361578.25,3714182.67,90,40.74
58,361581.35,3714171.09,60,126.85
59,361543.49,3714159.35,90,80.67
60,361533.41,3714134.83,60,177.10
61,361556.91,3714139.06,60,462.68
62,361565.79,3714116.14,90,139.07
63,361576.64,3714097.63,60,248.32
64,361601.15,3714108.84,60,171.25
65,361597.99,3714119.67,120,84.47
66,361592.05,3714141.12,60,146.10
67,361608.01,3714126.02,60,123.11
68,361613.92,3714108.54,60,237.52
69,361589.17,3714149.96,150,114.02
70,361590.37,3714180.19,60,69.31
71,361602.44,3714170.60,60,124.52
72,361583.57,3714192.58,90,100.51
73,361590.58,3714202.31,60,208.56
74,361601.59,3714209.33,90,138.80
75,361612.05,3714214.88,60,200.40
76,361587.27,3714242.06,60,7.47
77,361592.59,3714279.56,120,141.53
78,361605.64,3714282.37,60,49.81
79,361629.55,3714103.40,60,133.95
80,361622.67,3714072.14,60,742.79
81,361619.09,3714058.79,60,106.04
82,361629.85,3714050.73,60,22.15
83,361634.87,3714044.87,90,159.18
84,361621.58,3714049.39,90,80.20
85,361634.14,3714019.37,60,376.61
86,361640.50,3714006.00,60,16.17
87,361647.30,3714044.70,60,55.71
88,361651.84,3714061.81,60,134.63
89,361654.07,3714051.70,60,32.59
90,361666.16,3713996.54,60,375.50
91,361648.03,3714001.18,60,27.94
