BldCode,CenterX,CenterY,Height,Area
1,359378.14,3712663.80,120,170.77
2,359760.42,3712753.22,60,57.70
3,359767.35,3712754.51,60,46.83
4,359781.68,3712758.55,90,163.70
5,359784.08,3712732.55,60,106.78
6,359786.25,3712741.57,60,14.20
7,359807.88,3712743.18,60,121.97
8,359818.70,3712747.91,60,43.54
9,359804.77,3712765.99,60,44.89
10,359806.30,3712758.22,60,10.36
11,359801.24,3712757.55,60,17.63
12,359795.00,3712737.64,60,188.45
13,359794.98,3712754.91,60,4.63
14,359796.25,3712764.71,60,55.35
15,359812.24,3712769.88,60,51.28
16,359814.14,3712761.09,60,40.93
17,359827.58,3712772.21,60,51.89
18,359831.33,3712756.15,60,152.61
19,359833.47,3712739.73,60,53.90
20,359838.40,3712706.55,60,107.17
21,359824.60,3712742.77,60,15.61
22,359807.28,3712731.37,60,33.55
23,359823.19,3712681.18,60,62.91
24,359824.89,3712698.07,60,171.28
25,359846.46,3712694.80,60,11.26
26,359843.31,3712682.13,60,123.66
27,359826.01,3712668.80,60,87.65
28,359844.68,3712660.93,60,99.56
29,359854.30,3712635.83,60,9.22
30,359847.96,3712488.22,60,34.81
31,359850.07,3712504.97,60,122.14
32,359851.50,3712520.80,60,56.88
33,359860.94,3712524.81,60,70.25
34,359860.59,3712539.44,60,68.92
35,359851.55,3712536.89,60,60.22
36,359848.90,3712547.74,60,54.52
37,359846.82,3712561.80,60,60.16
38,359857.01,3712564.24,60,59.18
39,359858.33,3712548.65,90,84.14
40,359871.59,3712557.76,60,49.88
41,359873.62,3712541.04,60,47.95
42,359878.28,3712550.25,60,68.78
43,359868.15,3712566.94,60,89.11
44,359860.48,3712576.64,60,155.70
45,359856.67,3712617.48,60,61.45
46,359841.09,3712612.16,60,50.32
47,359828.41,3712618.71,60,88.38
48,359832.90,3712609.99,60,7.40
49,359837.82,3712585.01,120,55.50
50,359846.36,3712586.18,120,108.73
51,359824.80,3712578.48,60,65.72
52,359813.40,3712578.74,60,76.45
53,359810.54,3712531.46,60,57.21
54,359818.17,3712529.21,60,11.28
55,359827.46,3712567.17,90,69.64
56,359829.53,3712557.12,120,63.76
57,359837.04,3712531.43,60,49.18
58,359834.47,3712538.39,60,36.10
59,359833.19,3712546.69,60,76.55
60,359775.31,3712502.72,210,1381.50
61,359799.18,3712492.13,60,44.31
62,359786.19,3712516.19,60,41.86
63,359808.12,3712524.96,60,72.26
64,359780.18,3712474.05,90,1024.02
65,359752.82,3712507.06,60,34.49
66,359745.80,3712511.73,60,8.96
67,359767.50,3712483.30,60,78.49
68,359773.85,3712446.14,60,59.11
69,359777.68,3712436.52,60,69.93
70,359786.69,3712446.03,60,115.52
71,359802.28,3712450.92,60,129.39
72,359842.48,3712464.84,60,21.20
73,359836.13,3712462.57,60,27.55
74,359815.78,3712456.08,90,80.41
75,359765.26,3712432.57,60,108.86
76,359748.31,3712439.81,60,76.34
77,359748.59,3712425.86,60,62.40
78,359738.97,3712428.27,60,71.47
79,359720.81,3712421.92,60,335.39
80,359737.58,3712438.05,60,18.33
81,359713.90,3712484.40,60,64.77
82,359720.08,3712472.66,60,90.91
83,359710.93,3712470.05,60,56.36
84,359697.36,3712466.37,60,85.16
85,359695.69,3712458.61,60,15.71
86,359719.09,3712457.39,60,194.20
87,359700.23,3712428.06,60,66.71
88,359688.63,3712425.06,60,64.70
89,359665.34,3712418.42,60,36.53
90,359695.35,3712402.49,60,89.02
91,359687.02,3712393.50,60,45.84
92,359707.92,3712403.50,60,9.82
93,359704.58,3712404.22,60,3.19
94,359695.29,3712417.48,60,108.47
95,359703.53,3712411.77,60,13.17
96,359684.73,3712403.35,60,72.01
97,359674.61,3712393.81,60,34.80
98,359668.16,3712391.58,60,34.42
99,359653.69,3712388.88,60,45.20
100,359645.70,3712387.55,60,46.25
101,359611.14,3712390.77,120,209.20
102,359603.48,3712410.44,90,195.71
103,359624.08,3712415.59,60,63.57
104,359630.86,3712398.63,60,45.58
105,359659.54,3712424.25,60,138.62
106,359629.36,3712453.77,60,26.94
107,359621.18,3712439.45,60,150.28
108,359624.45,3712442.65,60,9.15
109,359610.46,3712449.04,60,25.38
110,359616.75,3712450.61,60,22.38
111,359622.52,3712452.11,60,21.98
112,359601.25,3712467.65,60,146.08
113,359663.98,3712487.85,60,92.87
114,359647.87,3712455.56,60,181.10
115,359671.60,3712460.42,60,110.12
116,359678.04,3712453.06,60,12.17
117,359685.32,3712462.90,60,89.24
118,359677.51,3712474.28,60,8.74
119,359691.82,3712487.06,60,73.89
120,359711.91,3712494.30,60,74.56
121,359704.70,3712506.15,60,91.18
122,359700.29,3712489.09,60,64.29
