BldCode,CenterX,CenterY,Height,Area
1,365683.68,3714631.16,90,104.43
2,365669.65,3714632.18,60,118.93
3,365660.25,3714630.06,60,73.20
4,365678.41,3714633.86,60,70.66
5,365671.33,3714612.45,60,99.00
6,365678.51,3714603.12,60,167.66
7,365668.73,3714602.38,60,17.99
8,365656.61,3714593.88,60,102.79
9,365656.43,3714614.86,60,161.40
10,365623.03,3714595.77,60,103.87
11,365624.64,3714616.57,60,7.67
12,365620.77,3714622.46,60,92.76
13,365642.27,3714615.09,60,71.33
14,365634.25,3714639.38,120,99.54
15,365625.51,3714643.83,120,189.04
16,365643.21,3714636.36,60,101.34
17,365559.07,3714669.65,90,216.40
18,365579.82,3714667.04,60,58.72
19,365580.15,3714657.74,60,50.44
20,365588.70,3714647.83,60,56.70
21,365589.64,3714658.65,60,106.92
22,365607.62,3714646.05,120,201.01
23,365607.31,3714625.48,60,10.30
24,365591.62,3714604.31,60,72.32
25,365602.94,3714609.99,60,248.44
26,365591.75,3714623.11,60,120.37
27,365582.33,3714610.62,60,137.06
28,365582.20,3714595.57,60,66.96
29,365573.77,3714605.77,60,62.79
30,365559.78,3714604.95,60,52.00
31,365562.59,3714628.73,60,38.95
32,365573.92,3714627.50,60,22.09
33,365580.00,3714626.84,90,49.14
34,365576.25,3714639.23,60,95.43
35,365557.73,3714645.49,90,133.86
36,365551.98,3714656.63,60,57.91
37,365543.89,3714657.88,60,63.37
38,365543.10,3714643.61,60,63.20
39,365556.16,3714628.61,60,53.19
40,365553.58,3714603.41,90,62.69
41,365542.63,3714607.97,60,141.60
42,365501.09,3714607.48,90,139.71
43,365502.93,3714621.43,90,84.91
44,365504.26,3714633.69,60,89.89
45,365504.09,3714644.22,60,31.19
46,365504.87,3714653.04,60,45.77
47,365515.14,3714656.17,60,98.88
48,365528.59,3714654.95,60,47.48
49,365521.79,3714651.74,60,14.91
50,365527.18,3714643.73,60,39.34
51,365534.61,3714655.07,60,12.67
52,365535.84,3714646.76,60,42.02
53,365536.90,3714664.06,60,52.76
54,365528.97,3714666.83,90,79.95
55,365518.07,3714673.94,60,153.63
56,365485.29,3714680.44,60,48.63
57,365470.00,3714669.70,60,42.66
58,365467.56,3714681.41,60,111.54
59,365462.79,3714670.57,90,44.01
60,365460.42,3714652.45,60,55.22
61,365461.00,3714639.08,90,67.70
62,365474.85,3714652.82,60,282.16
63,365478.06,3714673.90,60,123.88
64,365484.68,3714668.47,60,28.32
65,365485.69,3714637.27,90,44.34
66,365474.61,3714632.18,60,130.55
67,365486.86,3714622.87,60,73.89
68,365485.14,3714603.65,60,65.90
69,365458.77,3714614.07,60,175.00
70,365453.86,3714607.47,90,42.19
71,365460.10,3714632.72,60,58.62
72,365451.38,3714543.98,60,169.90
73,365455.48,3714561.76,60,161.33
74,365452.55,3714568.30,60,10.81
75,365465.96,3714587.50,60,64.78
76,365456.83,3714583.19,60,280.74
77,365462.23,3714569.52,60,60.16
78,365474.16,3714589.82,60,41.80
79,365471.76,3714576.27,60,97.96
80,365485.07,3714586.14,60,12.94
81,365492.20,3714581.77,60,89.37
82,365489.35,3714565.34,60,44.32
83,365480.63,3714574.57,60,90.09
84,365469.98,3714559.36,60,52.23
85,365478.89,3714558.28,60,61.35
86,365482.57,3714542.24,90,66.43
87,365497.27,3714556.86,60,66.68
88,365475.41,3714539.41,60,21.52
89,365477.15,3714547.30,60,27.65
90,365464.54,3714535.76,60,253.09
91,365450.52,3714526.61,210,168.74
92,365473.88,3714516.89,60,45.59
93,365474.93,3714528.20,60,59.32
94,365489.77,3714453.95,60,38.97
95,365495.96,3714454.82,60,28.09
96,365473.81,3714457.39,60,62.32
97,365470.99,3714475.80,60,163.42
98,365453.02,3714459.01,60,65.26
99,365441.97,3714468.71,60,40.69
100,365448.87,3714468.32,60,19.38
101,365444.34,3714479.59,60,140.45
102,365455.81,3714477.29,60,49.92
103,365456.93,3714492.73,60,48.87
104,365449.10,3714491.89,120,108.20
105,365442.15,3714490.00,90,30.44
106,365439.61,3714437.13,60,152.12
107,365441.54,3714395.01,60,48.09
108,365437.99,3714408.25,60,249.53
109,365450.02,3714408.78,60,116.60
110,365457.72,3714430.53,60,19.92
111,365440.70,3714449.03,90,85.71
112,365453.53,3714449.31,60,47.50
113,365461.11,3714455.73,60,44.77
114,365451.80,3714433.73,60,90.53
115,365464.89,3714431.25,60,66.10
116,365470.59,3714426.80,90,31.44
117,365471.49,3714435.80,60,24.12
118,365468.51,3714442.65,60,51.52
119,365468.54,3714448.74,60,31.52
120,365488.89,3714442.98,60,48.31
121,365487.36,3714429.60,60,81.47
122,365494.00,3714434.74,60,128.91
123,365466.21,3714394.98,120,318.25
124,365483.81,3714408.79,60,40.57
125,365483.07,3714388.10,60,81.24
126,365475.06,3714399.21,60,123.40
127,365463.94,3714410.34,60,39.06
128,365441.64,3714384.45,60,186.97
129,365449.26,3714361.77,60,20.92
130,365472.24,3714358.97,90,64.00
131,365464.34,3714361.45,60,67.74
132,365464.24,3714371.37,60,29.26
133,365472.63,3714369.43,60,42.54
134,365480.55,3714364.52,60,116.98
135,365482.80,3714331.88,90,259.82
136,365471.39,3714339.30,60,34.48
137,365493.41,3714323.95,60,40.22
138,365496.21,3714310.22,60,189.47
139,365477.85,3714312.35,120,121.67
140,365464.66,3714309.66,90,112.09
141,365470.47,3714325.72,60,38.97
142,365470.44,3714331.78,60,37.08
143,365442.99,3714323.78,60,52.20
144,365440.92,3714318.09,60,69.70
145,365433.08,3714310.24,60,64.01
146,365442.93,3714329.09,60,39.46
