BldCode,CenterX,CenterY,Height,Area
1,366157.11,3713706.15,60,61.70
2,366174.80,3713703.28,60,300.99
3,366185.35,3713697.02,60,82.37
4,366191.39,3713710.21,60,56.42
5,366200.58,3713730.34,60,40.68
6,366193.91,3713734.23,60,21.58
7,366174.01,3713725.25,120,109.84
8,366181.30,3713720.96,60,88.24
9,366161.69,3713730.15,60,108.64
10,366181.04,3713741.91,60,95.17
11,366170.76,3713747.57,60,16.73
12,366166.26,3713749.93,60,15.30
13,366161.63,3713752.64,60,16.66
14,366147.94,3713761.60,60,44.84
15,366171.23,3713755.11,60,247.48
16,366142.09,3713764.97,90,24.95
17,366143.71,3713745.97,60,17.03
18,366150.26,3713742.57,60,48.07
19,366156.45,3713738.33,60,23.13
20,366141.21,3713726.97,90,392.42
21,366133.46,3713743.02,60,202.84
22,366110.34,3713781.99,60,80.78
23,366120.90,3713775.96,60,44.19
24,366133.03,3713769.70,60,67.89
25,366139.74,3713780.44,60,225.07
26,366154.69,3713781.76,60,62.98
27,366129.10,3713795.36,150,169.19
28,366124.76,3713806.86,60,11.44
29,366116.34,3713806.90,60,32.35
30,366115.16,3713789.46,60,6.64
31,366117.06,3713796.10,60,44.13
32,366100.74,3713787.63,60,33.10
33,366099.78,3713796.54,60,139.76
34,366094.13,3713817.10,60,266.40
35,366084.55,3713808.54,60,35.15
36,366092.56,3713804.45,60,40.85
37,366088.58,3713796.88,60,65.29
38,366080.93,3713800.40,120,58.40
39,366068.45,3713775.53,60,117.75
40,366074.50,3713785.30,60,70.56
41,366081.20,3713770.30,60,372.19
42,366084.19,3713760.46,90,141.86
43,366053.11,3713754.38,60,50.19
44,366046.03,3713759.31,60,23.88
45,366161.10,3713779.71,90,71.37
46,366170.52,3713778.12,60,42.70
47,366193.10,3713759.42,60,552.51
48,366198.03,3713741.29,60,88.91
49,366230.96,3713717.07,60,178.19
50,366227.00,3713726.55,90,45.53
51,366228.96,3713732.05,60,30.22
52,366230.60,3713735.46,90,59.86
53,366836.95,3713566.05,90,34.08
54,366834.69,3713559.78,60,76.22
55,366822.06,3713539.85,60,22.29
56,366822.31,3713530.36,60,47.10
57,366811.86,3713511.30,60,41.92
58,366817.10,3713520.89,90,88.81
59,366808.57,3713502.14,120,88.03
60,366804.61,3713492.42,90,49.68
61,366792.24,3713475.61,60,100.16
62,366791.48,3713463.29,60,7.82
63,366787.20,3713464.55,60,28.83
64,366796.07,3713471.03,60,10.44
65,366788.05,3713425.32,90,59.35
66,366782.53,3713413.71,60,85.10
67,366766.29,3713411.54,60,111.13
68,366765.94,3713427.48,60,9.52
69,366774.17,3713435.14,60,96.74
70,366784.52,3713455.77,60,61.10
71,366716.67,3713486.04,390,417.98
72,366752.89,3713492.68,60,133.15
73,366732.17,3713516.29,60,53.68
74,366723.50,3713518.26,60,59.31
75,366700.14,3713546.27,60,216.19
76,366733.52,3713539.02,60,20.42
77,366729.57,3713531.12,60,71.86
78,366738.28,3713530.26,90,72.32
79,366764.19,3713517.01,60,135.97
80,366745.49,3713526.88,60,87.39
81,366739.50,3713514.66,60,67.63
82,366745.41,3713508.49,60,49.76
83,366750.48,3713517.74,60,10.07
84,366613.48,3713599.12,60,107.67
85,366642.62,3713554.96,60,580.46
86,366690.41,3713502.38,60,453.63
87,366696.26,3713474.65,60,40.27
88,366648.98,3713432.45,60,943.64
89,366665.44,3713452.57,60,148.21
90,366649.65,3713456.91,60,147.10
91,366598.92,3713478.89,90,69.56
92,366613.20,3713470.33,60,143.65
93,366626.62,3713489.30,60,253.59
94,366608.36,3713508.29,60,234.46
95,366584.73,3713522.49,60,1309.28
96,366556.22,3713539.21,90,703.88
97,366553.23,3713499.28,60,104.46
98,366538.54,3713498.69,60,6.55
99,366532.57,3713491.14,60,305.26
100,366528.79,3713476.57,60,235.63
101,366546.24,3713471.26,120,406.99
102,366557.75,3713458.73,60,93.28
103,366563.35,3713455.62,90,120.07
104,366515.52,3713478.88,90,83.73
105,366494.71,3713498.46,60,521.53
106,366486.82,3713521.14,60,187.43
107,366458.75,3713518.96,90,201.93
108,366474.68,3713517.99,120,188.33
109,366452.22,3713554.86,90,398.95
110,366468.39,3713554.55,60,91.73
111,366488.62,3713543.03,90,177.45
112,366493.53,3713560.44,60,74.17
113,366503.68,3713555.20,120,74.54
114,366516.55,3713511.21,60,127.24
115,366518.70,3713522.31,60,52.31
116,366538.25,3713514.92,60,75.01
117,366558.13,3713587.70,60,15.62
118,366537.80,3713549.17,150,448.13
119,366502.89,3713568.35,60,168.11
120,366487.91,3713589.64,180,135.84
121,366478.94,3713574.48,120,103.22
122,366476.96,3713596.05,60,206.96
123,366512.67,3713640.18,90,239.63
124,366493.64,3713637.25,60,167.94
125,366481.73,3713645.70,60,349.92
126,366538.79,3713649.01,60,3.17
127,366554.60,3713625.09,60,141.93
128,366568.12,3713620.85,60,49.89
129,366559.64,3713596.45,60,122.64
130,366577.91,3713583.39,60,86.94
131,366603.50,3713594.62,60,109.47
132,366257.97,3713722.58,120,95.11
133,366246.27,3713728.47,60,270.67
134,366218.36,3713688.87,60,654.30
135,366255.29,3713701.27,60,72.46
136,366264.26,3713700.00,60,86.43
137,366273.05,3713698.61,60,47.94
138,366267.66,3713689.84,60,36.94
139,366265.57,3713673.09,60,42.71
140,366291.15,3713678.11,90,35.88
141,366285.86,3713682.62,60,37.63
142,366278.10,3713689.04,60,113.16
143,366273.06,3713711.91,120,372.97
144,366291.15,3713700.26,60,248.72
145,366299.96,3713695.07,120,176.15
146,366310.97,3713688.55,60,409.16
147,366287.57,3713655.91,180,613.11
148,366290.54,3713631.60,60,142.79
149,366293.86,3713618.20,60,23.59
150,366311.47,3713626.04,90,466.49
151,366336.26,3713612.02,60,461.53
152,366345.49,3713595.98,60,143.86
153,366354.64,3713585.09,60,135.80
154,366352.07,3713611.69,60,236.22
155,366370.48,3713634.77,60,79.92
156,366385.50,3713620.63,60,11.88
157,366387.32,3713638.00,60,133.51
158,366390.31,3713648.78,60,72.53
159,366360.04,3713652.96,60,26.05
160,366323.26,3713670.45,60,748.42
161,366397.70,3713646.16,60,54.77
162,366419.35,3713630.55,60,289.99
163,366407.76,3713641.08,90,120.39
164,366423.96,3713610.25,60,135.93
165,366438.62,3713613.67,60,30.67
166,366439.99,3713622.99,60,198.15
167,366435.97,3713606.88,60,57.23
168,366444.24,3713588.10,90,67.12
169,366460.34,3713585.74,60,430.86
170,366424.94,3713565.16,60,529.82
171,366416.30,3713579.82,60,104.30
172,366401.53,3713577.91,210,211.31
173,366400.47,3713595.20,60,41.48
174,366408.34,3713591.76,60,26.98
175,366413.63,3713588.83,90,21.91
176,366430.51,3713597.09,60,66.69
177,366408.37,3713608.99,60,31.26
178,366404.03,3713613.34,60,50.87
179,366398.98,3713627.59,60,123.68
180,366385.18,3713604.20,120,68.30
181,366380.44,3713594.63,90,74.52
182,366389.99,3713580.67,120,61.81
183,366369.06,3713576.66,60,133.29
184,366376.08,3713588.23,90,36.71
185,366365.98,3713601.92,60,252.35
186,366386.78,3713564.61,60,196.96
187,366402.19,3713555.36,90,160.30
188,366259.19,3713652.89,150,642.96
189,366236.61,3713677.15,60,655.79
190,366203.54,3713675.33,60,38.37
191,366216.45,3713667.74,60,21.07
192,366211.11,3713670.89,90,49.28
193,366576.02,3713408.28,60,22.31
194,366580.21,3713400.04,60,17.29
195,366609.48,3713386.62,60,224.24
196,366630.39,3713387.44,60,169.37
197,366659.28,3713404.29,90,119.24
