BldCode,CenterX,CenterY,Height,Area
1,364060.43,3716888.27,60,43.78
2,364290.00,3716670.22,60,284.33
3,364262.27,3716697.10,90,91.60
4,364251.86,3716700.15,60,31.43
5,364152.88,3716793.63,180,407.89
6,364081.76,3716862.95,60,31.63
7,364110.47,3716878.11,60,26.93
8,364113.00,3716866.50,60,141.25
9,364096.09,3716877.90,60,109.19
10,364124.03,3716887.77,60,77.14
11,364136.79,3716889.11,60,123.73
12,364133.25,3716900.93,60,53.06
13,364164.21,3716883.49,60,79.83
14,364160.54,3716898.38,60,53.10
15,364153.18,3716883.87,60,42.06
16,364145.46,3716880.01,60,26.38
17,364163.32,3716861.89,60,217.95
18,364187.64,3716874.15,60,36.21
19,364191.34,3716846.62,60,100.87
20,364205.73,3716825.92,60,272.87
21,364205.67,3716848.12,60,141.77
22,364219.57,3716850.48,60,35.70
23,364223.13,3716885.46,60,105.56
24,364210.98,3716901.16,60,11.26
25,364205.18,3716900.69,60,15.29
26,364210.26,3716888.88,60,68.56
27,364215.07,3716882.15,60,8.71
28,364192.08,3716885.62,60,176.51
29,364282.54,3716898.16,60,41.89
30,364270.61,3716850.89,90,221.48
31,364290.21,3716830.89,60,121.97
32,364277.92,3716813.07,60,90.66
33,364227.51,3716848.41,60,55.47
34,364228.65,3716838.34,60,14.55
35,364226.19,3716831.40,60,53.15
36,364226.45,3716819.63,60,50.67
37,364226.35,3716804.95,60,44.41
38,364249.33,3716744.87,60,23.32
39,364252.32,3716754.88,60,38.23
40,364251.23,3716769.41,60,71.01
41,364265.43,3716771.35,60,95.65
42,364256.90,3716784.00,60,28.15
43,364247.74,3716794.28,60,142.31
44,364303.50,3716766.60,90,747.55
45,364303.23,3716747.31,60,32.39
46,364304.18,3716737.20,60,72.48
47,364295.03,3716737.80,60,82.56
48,364282.60,3716737.53,60,108.49
49,364269.15,3716760.05,60,49.55
50,364270.55,3716738.46,60,47.54
51,364263.39,3716739.48,60,27.18
52,364264.68,3716750.28,60,76.61
53,364252.83,3716737.88,60,62.96
54,364250.81,3716727.50,60,74.89
55,364261.30,3716728.94,60,90.15
56,364272.42,3716728.36,60,38.32
57,364268.66,3716712.44,60,38.16
58,364306.67,3716718.77,60,41.09
59,364297.76,3716698.15,60,36.70
60,364292.37,3716704.17,60,54.84
61,364284.21,3716692.58,90,60.91
62,364291.74,3716687.88,60,89.87
63,364302.59,3716689.97,60,73.63
64,364300.76,3716675.46,60,44.64
65,364313.20,3716674.16,60,14.30
66,364308.14,3716683.37,60,65.43
67,364322.43,3716690.54,60,59.14
