BldCode,CenterX,CenterY,Height,Area
1,367045.56,3715194.19,60,17.08
2,367028.44,3715230.89,60,1092.77
3,366978.71,3715262.79,60,454.29
4,366989.53,3715347.45,60,115.68
5,366985.83,3715370.44,90,187.18
6,367008.85,3715405.95,60,202.41
7,366976.13,3715400.90,60,154.18
8,366687.95,3715827.97,60,187.94
9,366691.05,3715807.77,60,264.45
10,366707.54,3715799.53,60,7.45
11,366727.54,3715778.81,60,98.17
12,366698.82,3715751.86,90,501.96
13,366703.24,3715483.47,60,8.69
14,366711.41,3715725.67,60,174.66
15,366701.71,3715649.25,60,403.97
16,366723.70,3715524.84,180,554.18
17,366707.03,3715567.56,60,596.41
18,366761.11,3715520.99,60,87.18
19,366759.80,3715531.09,60,87.83
20,366770.03,3715573.55,60,1194.41
21,366774.77,3715553.61,60,107.17
22,366795.64,3715637.64,60,131.21
23,366777.69,3715637.29,60,134.94
24,366776.77,3715653.43,60,144.04
25,366741.73,3715709.05,60,146.31
26,366735.28,3715733.77,60,113.42
27,366753.06,3715733.20,60,189.98
28,366771.66,3715707.52,60,154.02
29,366932.67,3715466.94,90,297.42
30,366868.85,3715478.18,210,120.17
31,366868.55,3715464.28,210,120.54
32,366851.33,3715563.71,60,679.26
33,366827.37,3715577.23,60,110.72
34,366823.26,3715564.21,60,225.59
35,366854.59,3715522.01,60,596.74
36,366824.11,3715530.90,60,93.73
37,366803.32,3715532.64,60,109.43
38,366809.32,3715518.24,60,363.93
39,366827.75,3715489.37,180,166.18
40,366852.65,3715472.17,240,191.08
41,366811.43,3715471.06,60,154.67
42,366789.97,3715472.20,60,146.40
43,366812.34,3715491.68,60,154.83
44,366790.77,3715493.29,60,148.39
45,366774.03,3715478.30,60,89.68
46,366776.23,3715468.14,60,67.71
47,366765.89,3715467.73,60,71.19
48,366755.82,3715440.90,270,807.13
49,366780.81,3715390.18,270,739.04
50,366800.49,3715432.21,180,335.21
51,366823.97,3715440.98,60,232.71
52,366825.42,3715422.83,120,256.18
53,366819.60,3715390.41,180,318.36
54,366826.53,3715352.39,60,199.91
55,366864.16,3715321.20,60,94.87
56,366859.24,3715342.94,60,1209.13
57,366862.54,3715383.89,60,913.78
58,366868.57,3715429.98,210,121.54
59,366868.47,3715443.75,210,114.22
60,366928.32,3715398.30,60,231.87
61,366933.61,3715420.86,60,278.20
62,366934.40,3715441.40,90,301.41
63,366961.56,3715447.29,60,256.88
64,366952.57,3715395.22,60,246.36
65,366944.70,3715373.75,60,108.20
66,366956.68,3715373.29,60,111.00
67,366967.71,3715374.47,60,65.04
68,366939.15,3715334.54,60,565.45
69,366931.84,3715314.16,60,428.27
70,366943.97,3715284.55,120,752.67
71,366851.85,3715277.86,60,189.44
72,366849.68,3715292.43,60,12.11
73,366823.55,3715275.62,60,242.40
74,366743.93,3715289.86,120,507.07
75,366735.24,3715332.02,90,302.82
76,366752.17,3715347.89,150,1080.09
77,366726.18,3715277.85,60,37.07
78,366720.25,3715277.40,60,38.41
