BldCode,CenterX,CenterY,Height,Area
1,363751.99,3715433.75,120,113.65
2,363529.43,3715554.28,60,87.30
3,363553.62,3715548.85,90,83.24
4,363542.88,3715544.30,60,85.32
5,363549.45,3715521.92,60,58.44
6,363517.05,3715532.73,60,69.20
7,363511.61,3715511.97,60,243.46
8,363496.74,3715528.73,60,51.18
9,363508.14,3715530.88,90,44.12
10,363513.93,3715541.37,60,16.19
11,363509.13,3715551.63,60,4.17
12,363503.89,3715543.80,90,66.23
13,363475.51,3715539.00,60,81.02
14,363487.41,3715539.15,60,77.82
15,363486.00,3715526.59,90,73.66
16,363474.38,3715509.15,60,376.05
17,363472.83,3715527.90,60,95.40
18,363453.84,3715525.90,90,130.25
19,363475.14,3715415.67,90,87.80
20,363472.11,3715424.93,60,69.87
21,363482.79,3715433.20,60,175.35
22,363457.01,3715490.79,60,86.79
23,363457.66,3715480.67,60,52.84
24,363465.33,3715482.50,60,24.29
25,363472.28,3715491.99,60,172.35
26,363485.33,3715494.44,90,110.86
27,363475.28,3715469.08,60,385.30
28,363500.40,3715475.59,120,186.52
29,363494.21,3715497.33,90,84.66
30,363525.83,3715500.14,60,8.08
31,363522.73,3715496.56,60,10.28
32,363526.39,3715482.81,120,115.93
33,363551.94,3715497.30,90,559.85
34,363554.95,3715456.73,60,116.76
35,363538.44,3715437.13,60,68.04
36,363525.69,3715448.63,90,197.23
37,363521.89,3715436.06,60,68.29
38,363499.25,3715436.90,120,113.77
39,363511.77,3715415.10,60,69.50
40,363523.35,3715405.46,60,64.81
41,363530.60,3715407.07,60,66.88
42,363527.71,3715418.81,90,61.29
43,363536.58,3715421.52,60,65.22
44,363543.96,3715423.61,60,48.54
45,363545.98,3715396.15,60,50.91
46,363538.65,3715411.06,60,40.31
47,363533.97,3715391.93,60,94.67
48,363549.79,3715387.71,60,98.19
49,363523.03,3715376.82,60,65.75
50,363514.72,3715373.78,90,57.95
51,363498.33,3715355.23,60,198.96
52,363498.49,3715375.74,60,44.95
53,363496.08,3715382.85,90,84.38
54,363512.31,3715385.28,90,38.93
55,363520.88,3715387.97,60,89.12
56,363515.40,3715403.67,60,67.56
57,363507.18,3715401.14,60,52.53
58,363504.99,3715413.40,90,66.50
59,363485.74,3715420.68,90,75.61
60,363490.36,3715405.21,90,78.03
61,363476.62,3715401.90,60,135.65
62,363479.02,3715393.11,60,66.44
63,363487.89,3715380.18,60,48.93
64,363479.11,3715378.11,60,76.27
65,363488.24,3715339.16,60,104.66
66,363504.06,3715342.75,60,140.59
67,363517.85,3715358.27,60,50.65
68,363536.25,3715349.70,90,80.05
69,363529.11,3715347.62,60,66.71
70,363532.62,3715360.86,90,199.67
71,363546.41,3715352.90,90,89.97
72,363653.22,3715379.35,60,50.91
73,363645.01,3715389.71,90,114.85
74,363642.67,3715376.02,60,56.45
75,363630.17,3715373.85,60,79.76
76,363619.97,3715371.62,90,44.79
77,363634.95,3715388.52,90,65.54
78,363627.73,3715405.06,60,37.41
79,363615.27,3715415.28,90,136.14
80,363609.39,3715401.25,60,56.76
81,363619.49,3715403.14,60,76.59
82,363599.90,3715398.22,60,74.18
83,363589.37,3715395.90,60,79.44
84,363605.13,3715368.09,60,84.60
85,363612.89,3715369.85,90,54.84
86,363593.73,3715365.52,60,92.77
87,363579.16,3715362.17,60,125.15
88,363553.98,3715366.87,60,109.11
89,363568.71,3715390.83,60,73.36
90,363579.67,3715393.93,60,68.61
91,363568.66,3715404.10,60,139.33
92,363581.01,3715407.28,60,50.70
93,363584.52,3715427.19,60,74.54
94,363597.13,3715411.36,60,272.86
95,363598.85,3715429.88,60,73.33
96,363590.76,3715462.44,60,126.33
97,363580.15,3715442.35,60,144.84
98,363565.35,3715428.19,60,316.94
99,363555.61,3715446.19,60,57.28
100,363574.85,3715462.71,60,49.73
101,363567.96,3715494.99,60,36.65
102,363587.34,3715509.06,60,161.23
103,363626.93,3715449.34,60,503.04
104,363639.00,3715475.61,60,442.69
105,363652.81,3715462.14,60,84.50
106,363676.09,3715466.30,60,77.43
107,363680.32,3715459.83,60,21.95
108,363678.76,3715453.02,60,83.45
109,363657.59,3715448.16,60,63.71
110,363638.98,3715422.50,90,292.24
111,363641.06,3715409.26,60,53.90
112,363665.87,3715414.30,60,79.41
113,363671.78,3715397.28,90,91.31
114,363662.50,3715396.19,60,70.58
115,363655.00,3715392.10,90,54.55
116,363661.86,3715381.77,90,48.46
117,363672.05,3715384.03,60,82.90
118,363699.86,3715426.27,90,115.50
119,363693.35,3715426.58,60,68.82
120,363727.69,3715423.87,60,26.04
121,363725.91,3715433.57,60,76.78
122,363712.89,3715429.47,60,196.39
123,363714.18,3715446.64,60,57.76
124,363702.30,3715441.56,90,170.56
125,363684.01,3715425.49,60,103.91
126,363688.78,3715438.82,60,65.31
127,363679.18,3715436.19,60,84.52
128,363687.42,3715465.32,60,118.10
129,363704.76,3715468.45,120,93.61
130,363695.33,3715468.41,60,77.96
131,363690.59,3715496.79,60,33.62
132,363692.61,3715485.38,60,94.97
133,363703.04,3715490.97,60,230.28
134,363726.16,3715494.39,60,84.77
135,363737.80,3715502.53,90,280.13
136,363729.95,3715499.42,60,95.32
137,363730.07,3715473.97,60,128.56
138,363724.96,3715466.05,60,20.66
139,363715.32,3715475.36,60,166.49
140,363731.46,3715445.22,60,51.53
141,363734.71,3715432.51,90,104.48
142,363742.94,3715432.44,60,69.29
143,363748.60,3715452.73,60,89.29
144,363735.92,3715453.39,60,96.28
145,363739.09,3715482.94,60,124.47
146,363731.07,3715547.23,60,155.79
147,363706.31,3715550.26,90,540.95
148,363721.30,3715542.68,60,149.91
149,363716.24,3715493.27,60,163.86
150,363698.94,3715529.62,60,50.04
151,363679.68,3715555.41,60,262.48
152,363724.47,3715562.34,60,113.69
153,363720.73,3715573.59,60,85.24
154,363686.92,3715586.19,60,383.47
155,363686.58,3715601.73,60,672.45
156,363645.18,3715583.49,60,61.46
157,363632.46,3715579.91,60,80.13
158,363629.94,3715572.47,60,23.49
159,363633.97,3715565.77,90,43.41
160,363639.57,3715574.89,60,21.86
161,363642.15,3715567.99,60,24.06
162,363639.87,3715551.80,60,42.91
163,363640.70,3715546.92,90,32.43
164,363648.52,3715554.36,90,26.05
165,363665.64,3715548.21,60,131.02
166,363653.51,3715541.42,60,43.52
167,363658.61,3715532.04,60,284.28
168,363681.18,3715532.12,60,235.08
169,363669.75,3715521.69,60,125.91
170,363654.47,3715517.81,90,174.73
171,363625.47,3715542.52,60,93.31
172,363615.84,3715571.40,60,62.83
173,363599.69,3715530.85,60,178.86
174,363609.83,3715538.55,60,114.85
175,363619.65,3715516.60,60,484.18
176,363602.25,3715509.36,60,115.25
177,363595.62,3715518.08,60,76.05
178,363595.02,3715528.22,60,41.42
179,363580.85,3715528.39,90,186.76
180,363572.76,3715525.83,60,43.72
181,363573.95,3715509.65,60,159.44
182,363555.98,3715520.06,60,39.54
183,363564.32,3715525.04,60,151.81
184,363570.09,3715547.57,60,69.38
185,363565.81,3715556.68,60,185.14
186,363579.28,3715562.33,60,61.86
187,363581.46,3715551.41,60,44.53
188,363587.56,3715564.89,60,81.18
189,363605.30,3715569.59,60,91.47
190,363719.16,3715596.72,60,355.67
