BldCode,CenterX,CenterY,Height,Area
1,362378.28,3716138.29,60,89.81
2,362389.77,3716128.08,60,59.07
3,362398.80,3716118.69,60,94.87
4,362387.96,3716113.73,60,101.13
5,362372.06,3716120.46,90,132.19
6,362381.93,3716123.61,60,33.97
7,362366.37,3716103.51,60,69.64
8,362351.37,3716099.07,60,70.99
9,362359.58,3716101.65,60,66.94
10,362383.58,3716095.88,60,40.89
11,362387.01,3716085.45,60,39.14
12,362391.83,3716098.65,60,26.21
13,362400.22,3716100.72,60,35.12
14,362394.86,3716088.69,60,42.97
15,362393.32,3716071.53,60,103.23
16,362379.91,3716058.22,60,114.28
17,362399.51,3716057.15,60,99.58
18,362407.22,3716041.80,60,133.35
19,362417.82,3716050.00,60,44.06
20,362409.45,3716058.98,60,58.27
21,362417.31,3716060.74,60,48.57
22,362428.84,3716071.82,60,44.97
23,362413.44,3716071.24,60,30.96
24,362403.20,3716072.66,60,48.80
25,362409.65,3716079.59,60,36.79
26,362407.17,3716092.53,60,61.66
27,362424.42,3716083.57,60,95.73
28,362439.99,3716058.13,60,217.77
29,362434.65,3716040.44,60,81.03
30,362420.44,3716040.17,60,84.60
31,362560.34,3715809.30,60,121.82
32,362540.60,3715804.58,60,145.91
33,362506.19,3715858.29,60,91.45
34,362526.88,3715820.63,60,676.29
35,362462.74,3715879.05,60,22.52
36,362484.02,3715875.99,60,65.47
37,362491.32,3715873.64,60,7.09
38,362490.37,3715865.87,60,94.61
39,362468.69,3715886.46,60,65.54
40,362463.50,3715894.64,60,33.16
41,362449.65,3715912.93,60,73.05
42,362452.31,3715901.63,60,128.67
43,362437.35,3715910.13,60,73.33
44,362425.13,3715907.29,60,78.43
45,362408.34,3715885.37,60,54.93
46,362417.09,3715872.91,60,41.50
47,362431.07,3715871.49,60,34.36
48,362442.55,3715873.57,60,44.73
49,362436.91,3715872.53,60,40.01
50,362447.90,3715876.12,60,47.08
51,362453.45,3715878.98,60,41.65
52,362411.23,3715851.08,60,140.38
53,362402.13,3715867.43,60,77.42
54,362409.07,3715871.28,60,36.50
55,362402.10,3715884.92,60,13.14
56,362379.34,3715862.62,60,96.24
57,362366.14,3715837.29,60,252.84
58,362394.49,3715833.00,60,14.19
59,362362.24,3715822.10,60,95.11
60,362345.77,3715818.68,60,62.09
61,362340.71,3715835.95,60,113.12
62,362355.50,3715859.94,60,88.51
63,362340.74,3715859.72,60,79.51
64,362340.38,3715873.19,60,74.12
65,362350.75,3715874.74,60,49.12
66,362359.30,3715875.52,60,48.98
67,362367.74,3715876.29,60,40.74
68,362366.25,3715860.86,60,36.38
69,362377.92,3715874.26,60,55.52
70,362387.93,3715905.74,90,191.79
71,362340.04,3715895.21,90,580.48
72,362338.25,3715904.57,60,21.90
73,362340.22,3715922.94,60,466.02
74,362361.98,3715956.43,60,39.42
75,362370.23,3715943.75,60,32.00
76,362372.12,3715937.97,60,25.32
77,362380.31,3715952.73,60,61.07
78,362391.42,3715947.46,60,72.31
79,362382.61,3715940.36,90,100.65
80,362377.86,3715921.47,90,27.14
81,362403.36,3715948.35,60,73.10
82,362403.65,3715959.24,60,62.61
83,362432.39,3715958.47,120,742.59
84,362402.06,3715969.71,60,70.40
85,362401.50,3715979.79,60,51.33
86,362400.79,3716005.28,60,112.41
87,362401.55,3716016.82,60,67.54
88,362395.17,3716013.12,60,10.31
89,362398.38,3715997.74,60,17.81
90,362375.36,3715986.83,60,290.77
91,362402.54,3715989.53,60,97.06
92,362381.15,3715972.44,60,93.32
93,362369.00,3715971.66,60,58.69
94,362369.75,3715954.02,60,82.55
95,362367.71,3715963.32,60,4.69
96,362359.11,3715969.31,90,79.30
97,362352.72,3715996.18,60,67.51
98,362355.31,3715983.35,60,101.80
99,362365.11,3716003.63,60,207.33
100,362348.54,3716051.26,60,117.20
101,362364.16,3716069.46,60,108.81
102,362342.03,3716095.72,60,49.76
103,362333.20,3716090.28,60,63.66
104,362317.67,3716074.68,60,26.18
105,362336.50,3716052.15,60,69.94
106,362334.35,3716032.08,60,23.39
107,362326.48,3716046.11,60,55.73
108,362296.17,3716048.85,90,195.00
109,362309.22,3716011.73,60,42.52
110,362321.71,3716007.47,60,138.12
111,362313.63,3715978.47,60,211.03
112,362312.92,3715964.45,90,184.34
113,362283.69,3715966.17,60,162.82
114,362262.34,3715982.19,60,95.60
115,362280.31,3715986.62,60,166.38
116,362266.17,3715963.01,60,93.90
117,362238.24,3715974.48,60,60.02
118,362247.54,3715974.78,60,50.92
119,362227.77,3715962.35,60,56.28
120,362229.16,3715951.14,60,50.25
121,362239.22,3715959.93,60,51.34
122,362251.38,3715919.86,60,131.75
123,362245.99,3715937.55,60,169.72
124,362267.45,3715925.26,60,244.61
125,362251.59,3715960.25,60,62.33
126,362273.93,3715938.05,60,50.14
127,362268.39,3715900.68,60,221.87
128,362277.39,3715891.21,60,11.81
129,362291.10,3715915.93,60,28.12
130,362292.39,3715926.66,60,200.79
131,362283.30,3715934.69,60,13.48
132,362306.26,3715951.63,60,20.74
133,362322.17,3715941.55,60,260.28
134,362298.17,3715904.10,90,184.02
135,362298.31,3715888.31,60,155.78
136,362305.98,3715876.63,60,9.30
137,362298.25,3715867.30,60,88.90
138,362327.05,3715872.92,60,53.38
139,362327.62,3715858.27,60,70.35
140,362337.92,3715818.72,60,56.94
141,362308.38,3715836.43,60,152.45
142,362305.17,3715820.39,60,47.74
