BldCode,CenterX,CenterY,Height,Area
1,363058.63,3714747.93,60,78.06
2,363066.79,3714738.48,60,7.49
3,363067.35,3714750.34,60,80.32
4,363064.33,3714763.20,60,50.08
5,363075.68,3714778.19,60,113.72
6,363089.23,3714747.00,60,85.33
7,363088.24,3714764.56,60,198.35
8,363070.27,3714788.81,60,75.12
9,363076.05,3714820.56,60,90.29
10,363087.58,3714823.00,60,112.45
11,363065.79,3714820.29,60,76.47
12,363064.46,3714827.94,60,35.63
13,363059.69,3714846.10,60,154.20
14,363071.80,3714846.71,60,105.90
15,363087.96,3714843.20,60,113.17
16,363089.77,3714852.97,60,57.96
17,363062.43,3714890.95,120,1858.44
18,363068.35,3714939.29,120,1002.26
19,363072.74,3714983.17,60,141.37
20,363067.84,3714998.64,60,70.58
21,363066.01,3715011.50,60,73.21
22,363061.84,3715020.99,60,69.00
23,363060.57,3715030.34,60,62.05
24,362812.86,3715006.22,60,36.09
25,362805.08,3715004.41,60,51.67
26,362780.79,3714997.63,60,54.87
27,362773.31,3714991.10,60,49.31
28,362775.70,3714982.73,60,12.42
29,362782.66,3714971.92,60,37.22
30,362783.20,3714983.55,60,49.54
31,362789.65,3714988.82,60,74.92
32,362806.93,3714992.32,60,190.12
33,362801.12,3714977.06,60,84.70
34,362795.17,3714971.60,60,99.42
35,362787.18,3714966.85,60,15.78
36,362793.84,3714960.67,60,24.84
37,362803.28,3714955.59,60,34.57
38,362808.74,3714958.56,60,41.09
39,362811.64,3714947.93,60,62.25
40,362817.05,3714952.06,60,37.03
41,362814.70,3714966.14,60,54.32
42,362828.68,3714952.84,60,160.80
43,362838.50,3714968.88,60,73.07
44,362833.14,3714973.79,60,32.48
45,362835.28,3714983.62,60,75.69
46,362824.81,3714979.58,60,159.35
47,362823.61,3715004.59,60,56.03
48,362830.59,3715004.44,60,47.94
49,362825.23,3714993.14,60,38.89
50,362835.21,3714993.75,60,45.90
51,362836.90,3715003.78,60,66.01
52,362844.83,3714975.71,60,82.71
53,362845.59,3714960.95,60,57.94
54,362857.52,3714975.44,60,105.11
55,362857.86,3714985.38,60,47.11
56,362857.01,3714995.36,60,61.43
57,362868.21,3715006.65,60,58.46
58,362863.06,3715015.88,60,47.20
59,362856.59,3715006.61,60,59.61
60,362855.09,3715015.43,60,47.00
61,362845.18,3715005.85,60,59.36
62,362872.65,3715016.02,60,51.61
63,362890.81,3715014.89,60,110.50
64,362894.22,3715024.28,60,103.62
65,362967.86,3715038.73,60,56.57
66,362984.74,3715038.82,60,72.98
67,362979.17,3715038.46,60,22.38
68,362978.01,3715026.07,60,217.04
69,362993.54,3715004.83,60,30.75
70,362999.73,3714992.23,60,181.54
71,363006.65,3715014.81,60,83.25
72,362998.36,3715013.62,90,72.32
73,363003.32,3715024.11,90,71.89
74,362997.71,3715036.94,90,103.63
75,363026.72,3715038.15,60,137.27
76,363026.26,3715048.18,60,73.98
77,363040.81,3715050.79,60,4.28
