BldCode,CenterX,CenterY,Height,Area
1,363995.82,3714346.68,60,356.26
2,363974.75,3714352.01,60,68.96
3,363978.63,3714373.60,60,277.55
4,363975.84,3714399.11,60,321.02
5,363955.54,3714365.22,300,344.98
6,363965.09,3714343.98,60,36.12
7,363959.69,3714315.98,120,84.02
8,363962.15,3714292.56,60,21.98
9,363981.49,3714261.29,60,641.23
10,363969.12,3714321.20,90,95.28
11,364015.26,3714332.99,60,104.86
12,364023.43,3714329.22,60,48.85
13,363955.22,3714275.65,120,1917.98
14,364278.22,3714322.30,150,76.00
15,364062.67,3714271.71,90,52.28
16,364059.56,3714288.70,150,97.75
17,364053.04,3714276.30,60,547.15
18,364051.16,3714304.16,60,437.94
19,364028.52,3714287.03,90,699.47
20,364074.01,3714315.45,60,21.77
21,364099.61,3714285.92,60,227.39
22,364088.14,3714304.55,420,758.16
23,364103.68,3714318.79,60,214.87
24,364107.81,3714300.82,60,66.63
25,364143.83,3714319.26,60,448.05
26,364129.78,3714316.01,60,382.99
27,364138.73,3714291.69,60,104.66
28,364174.89,3714306.98,120,299.73
29,364161.02,3714315.02,90,449.29
30,364144.16,3714300.43,120,321.57
31,364151.57,3714325.77,60,172.82
32,364170.16,3714329.52,60,338.36
33,364182.45,3714322.89,90,337.04
34,364188.95,3714332.47,60,199.36
35,364195.72,3714333.84,150,163.27
36,364194.10,3714304.07,60,15.63
37,364236.44,3714313.37,60,21.09
38,364244.26,3714333.99,150,393.12
39,364240.58,3714320.81,120,78.66
40,364265.67,3714324.58,90,125.71
41,364255.32,3714345.80,120,222.40
42,364253.89,3714330.88,60,336.96
43,364232.49,3714341.48,60,286.33
44,364224.41,3714339.81,90,143.70
45,364212.07,3714328.07,120,73.87
46,364213.72,3714340.57,60,308.29
47,364209.61,3714336.77,120,56.45
48,364165.51,3714365.83,60,769.94
49,364126.86,3714375.00,60,175.31
50,364146.70,3714362.23,120,110.62
51,364136.21,3714355.10,60,276.25
52,364123.82,3714351.32,90,86.29
53,364119.42,3714355.17,60,56.10
54,364127.69,3714366.04,240,277.82
55,364072.37,3714390.01,90,3078.71
56,364076.15,3714345.77,120,274.50
57,364033.45,3714345.85,180,1212.07
58,364255.26,3714406.04,180,282.80
59,364263.19,3714346.42,60,193.62
60,364273.17,3714342.59,120,444.65
61,364276.87,3714338.16,90,82.90
