BldCode,CenterX,CenterY,Height,Area
1,362254.35,3714034.86,60,5.57
2,362239.84,3714031.49,60,77.72
3,362250.87,3714022.32,60,160.94
4,362275.66,3714022.27,60,78.07
5,362276.28,3714034.51,60,26.34
6,362270.29,3714034.69,90,38.86
7,362260.65,3714034.09,90,68.12
8,362264.69,3714021.56,60,63.64
9,362281.89,3714034.98,90,37.95
10,362291.74,3714034.10,60,42.20
11,362294.83,3714027.35,60,38.97
12,362290.01,3714024.51,90,90.07
13,362286.49,3714016.63,60,177.62
14,362295.06,3714014.76,90,55.11
15,362292.40,3714103.74,60,0.95
16,362288.24,3714091.96,60,65.38
17,362291.26,3714080.07,150,73.40
18,362283.13,3714099.36,60,25.87
19,362239.79,3714078.40,60,250.69
20,362224.93,3714077.44,90,178.19
