BldCode,CenterX,CenterY,Height,Area
1,362293.59,3714373.96,60,44.22
2,362283.90,3714374.64,60,39.32
3,362260.65,3714381.21,60,73.65
4,362277.78,3714376.91,60,36.78
5,362282.01,3714386.79,60,48.44
6,362274.08,3714388.28,60,69.34
7,362262.63,3714390.13,90,92.20
8,362276.06,3714410.37,60,10.52
9,362307.99,3714414.16,60,125.72
10,362309.60,3714396.32,60,25.54
11,362290.90,3714386.94,60,36.81
12,362299.75,3714384.32,60,72.94
13,362300.44,3714373.39,60,34.16
14,362320.32,3714380.32,90,335.24
15,362321.39,3714410.90,60,72.03
16,362375.32,3714419.71,120,212.48
17,362349.34,3714454.11,60,74.04
18,362340.44,3714449.25,60,82.58
19,362323.22,3714427.15,60,79.66
20,362332.81,3714443.58,60,85.09
21,362370.58,3714464.77,60,142.07
22,362407.70,3714451.98,60,164.04
23,362413.62,3714473.44,60,123.93
24,362519.71,3714364.88,60,27.01
25,362503.51,3714366.21,60,121.19
26,362511.60,3714387.89,60,80.17
27,362515.84,3714377.29,60,108.63
28,362495.77,3714406.82,60,9.43
29,362494.84,3714378.58,60,153.49
30,362485.06,3714403.24,60,30.61
31,362479.84,3714406.28,60,16.43
32,362472.64,3714424.23,60,160.36
33,362491.57,3714415.61,60,91.59
34,362426.47,3714458.00,60,219.19
35,362393.38,3714369.40,60,12.68
36,362379.19,3714377.90,60,47.90
37,362361.18,3714391.96,120,498.67
38,362337.18,3714363.34,60,220.42
39,362361.50,3714364.24,120,540.44
40,362409.15,3714359.98,120,385.15
41,362487.16,3714287.46,60,55.15
42,362517.05,3714338.06,60,79.51
43,362526.14,3714334.77,60,102.23
44,362535.01,3714344.09,60,100.77
45,362542.50,3714328.51,90,96.14
46,362544.25,3714306.51,90,92.92
47,362557.18,3714298.45,120,75.32
48,362551.67,3714291.24,60,53.14
49,362545.81,3714286.69,90,64.71
50,362536.31,3714302.95,60,61.93
51,362521.79,3714275.39,60,58.54
52,362511.19,3714288.64,210,341.83
53,362532.72,3714278.52,90,31.64
54,362494.03,3714271.70,60,90.23
