BldCode,CenterX,CenterY,Height,Area
1,363961.04,3713598.76,60,256.90
2,363955.30,3713579.79,60,172.35
3,363965.90,3713547.46,60,8.57
4,363964.93,3713553.71,60,16.21
5,363972.86,3713550.04,60,14.64
6,363997.09,3713554.72,60,441.20
7,363979.76,3713610.09,60,331.77
8,363971.45,3713579.74,60,275.71
9,364042.11,3713568.59,60,19.15
10,364057.66,3713605.77,60,355.43
11,364068.58,3713581.10,60,344.22
12,364099.99,3713578.14,60,28.70
13,364121.62,3713593.27,90,95.77
14,364121.00,3713610.59,60,132.39
15,364103.22,3713624.64,90,43.08
16,364086.66,3713644.60,90,311.09
17,364058.34,3713639.05,60,196.85
18,364067.66,3713631.07,60,33.15
19,364048.93,3713624.97,60,4.69
20,364025.22,3713626.37,60,15.35
21,364118.12,3713648.77,90,74.34
22,364124.41,3713632.05,60,265.18
23,364133.37,3713602.75,60,183.75
24,364165.96,3713643.98,60,170.55
25,364145.50,3713637.04,60,204.77
26,364168.47,3713662.18,60,68.99
27,364158.43,3713658.48,90,63.36
28,364177.41,3713664.09,60,56.88
29,364187.38,3713666.34,60,43.11
30,364200.19,3713669.22,120,87.97
31,364224.23,3713716.16,60,93.95
32,364592.24,3713620.29,60,78.87
33,364572.66,3713616.62,90,97.49
34,364589.08,3713636.23,60,174.67
35,364578.84,3713641.69,90,47.75
36,364569.01,3713633.58,120,160.87
37,364562.25,3713620.93,60,168.84
38,364550.01,3713637.36,60,318.01
39,364539.62,3713626.07,60,90.72
40,364557.69,3713618.11,60,41.06
41,364558.58,3713610.91,60,27.12
42,364545.94,3713611.89,60,108.81
43,364531.00,3713608.50,60,25.77
44,364519.86,3713609.12,60,45.39
45,364511.52,3713608.48,60,24.76
46,364522.67,3713625.84,60,49.44
47,364521.43,3713617.91,60,36.09
48,364522.25,3713636.52,60,94.24
49,364532.31,3713636.83,90,98.15
50,364545.99,3713659.60,60,42.07
51,364559.15,3713667.13,60,341.61
52,364540.28,3713679.52,60,309.98
53,364516.73,3713687.29,90,111.08
54,364507.65,3713689.49,60,69.09
55,364508.64,3713702.64,90,98.75
56,364520.38,3713702.31,60,84.41
57,364522.90,3713688.81,60,54.83
58,364516.87,3713713.70,90,83.21
59,364514.53,3713737.87,60,67.30
60,364523.90,3713737.95,210,70.52
61,364538.82,3713710.66,120,156.80
62,364540.27,3713741.05,150,86.38
63,364565.98,3713711.58,60,79.05
64,364547.95,3713713.52,90,145.72
65,364548.93,3713691.72,60,36.42
66,364555.19,3713693.59,60,39.14
67,364566.07,3713676.71,180,145.55
68,364575.98,3713683.16,60,41.04
69,364572.23,3713694.51,60,76.31
70,364582.64,3713698.63,60,46.59
71,364593.04,3713700.77,90,73.56
72,364588.53,3713717.62,90,101.57
73,364578.94,3713716.92,60,35.21
74,364568.55,3713720.00,90,215.10
75,364604.07,3713673.64,90,38.04
76,364584.41,3713688.19,60,85.54
77,364597.75,3713680.09,60,107.90
78,364585.47,3713668.76,60,61.69
79,364585.22,3713677.33,60,42.56
80,364576.50,3713667.42,60,120.10
81,364596.15,3713666.20,60,95.49
82,364599.63,3713636.52,60,60.45
83,364605.66,3713663.51,60,84.35
84,364616.44,3713622.71,60,99.61
85,364609.14,3713644.59,90,77.70
86,364609.36,3713637.78,60,87.19
87,364605.61,3713619.95,60,132.04
88,364576.10,3713748.27,90,115.78
89,364567.01,3713775.37,90,121.42
90,364557.41,3713767.22,60,128.45
91,364549.84,3713783.15,210,275.66
92,364571.02,3713754.73,60,117.06
93,364553.48,3713744.27,180,256.78
94,364543.59,3713763.24,90,120.30
95,364532.94,3713758.57,60,69.11
96,364532.60,3713739.08,120,70.34
97,364513.25,3713769.89,120,139.95
98,364535.90,3713776.51,60,117.61
99,364511.76,3713756.38,60,94.27
