BldCode,CenterX,CenterY,Height,Area
1,366410.42,3716804.31,60,59.78
2,366411.76,3716816.66,60,51.55
3,366414.63,3716828.04,60,73.30
4,366416.73,3716837.11,60,72.88
5,366499.72,3716805.24,60,188.16
6,366488.46,3716797.66,60,16.21
7,366495.57,3716779.73,60,21.97
8,366493.33,3716786.27,60,13.19
9,366476.08,3716791.23,60,163.57
10,366465.43,3716775.48,60,199.26
11,366445.33,3716790.90,60,274.67
12,366439.93,3716805.59,60,11.30
13,366416.13,3716777.84,60,11.48
14,366416.29,3716787.38,60,17.55
15,366429.01,3716771.82,60,11.41
16,366440.77,3716775.52,60,67.10
17,366421.28,3716749.71,90,463.55
18,366465.77,3716755.67,60,26.29
19,366481.42,3716776.51,60,81.91
20,366500.32,3716765.02,60,62.30
21,366499.66,3716752.14,60,91.21
22,366483.42,3716737.84,60,17.41
23,366498.10,3716724.73,60,110.58
24,366481.93,3716715.06,90,387.32
25,366498.33,3716700.71,60,83.30
26,366464.75,3716649.42,60,143.04
27,366471.86,3716641.00,60,23.77
28,366461.00,3716674.53,60,59.78
29,366423.61,3716706.03,120,231.81
30,366470.57,3716628.80,60,67.56
31,366477.26,3716603.84,60,110.91
32,366479.29,3716621.74,60,13.80
33,366489.93,3716593.90,60,15.69
34,366486.86,3716597.28,60,17.65
35,366479.36,3716581.28,60,117.65
36,366492.18,3716585.57,60,62.87
37,366493.71,3716570.96,60,114.30
38,366496.74,3716553.50,60,129.56
39,366480.89,3716568.88,60,45.91
40,366589.45,3716519.01,60,175.37
41,366579.45,3716539.04,60,253.66
42,366559.81,3716532.87,60,130.97
43,366553.21,3716520.56,60,99.80
44,366503.97,3716544.10,60,53.78
45,366514.10,3716552.83,60,42.92
46,366517.37,3716546.38,90,51.06
47,366533.30,3716547.38,60,104.23
48,366518.38,3716538.55,60,52.51
49,366550.90,3716544.36,60,25.10
50,366551.64,3716552.57,60,169.95
51,366553.21,3716561.18,60,24.55
52,366527.84,3716566.40,60,60.60
53,366512.21,3716561.35,60,75.15
54,366509.69,3716573.97,60,102.93
55,366509.50,3716622.01,60,41.10
56,366562.93,3716587.14,60,26.35
57,366564.58,3716576.80,60,229.63
58,366585.69,3716588.05,60,63.83
59,366568.58,3716589.34,60,8.71
60,366568.15,3716597.08,60,109.58
61,366566.66,3716606.53,60,42.03
62,366568.00,3716613.34,60,49.62
63,366567.47,3716622.99,60,49.62
64,366596.77,3716598.74,60,275.12
65,366603.76,3716625.30,60,171.24
66,366600.82,3716569.98,60,164.32
67,366592.11,3716545.59,60,87.08
68,366600.53,3716534.00,60,88.47
69,366653.61,3716544.16,60,405.61
70,366669.80,3716559.20,60,293.83
71,366652.53,3716570.80,60,62.37
72,366629.66,3716560.89,60,239.73
73,366622.01,3716602.98,60,184.14
74,366620.33,3716625.54,60,172.45
75,366649.25,3716586.77,60,146.69
76,366676.60,3716578.50,60,380.17
77,366680.80,3716668.51,60,318.09
78,366684.30,3716682.60,60,30.17
79,366675.74,3716646.19,60,130.57
80,366641.67,3716623.49,120,655.19
81,366664.19,3716640.95,60,12.10
82,366623.72,3716648.31,60,162.71
83,366632.09,3716655.23,60,28.04
84,366640.24,3716652.25,60,136.92
85,366641.06,3716672.11,60,42.65
86,366625.58,3716669.92,60,45.41
87,366633.21,3716670.96,60,50.18
88,366658.90,3716690.42,60,323.58
89,366658.07,3716674.09,60,92.02
90,366659.69,3716710.61,60,104.64
91,366658.70,3716727.24,60,75.90
92,366630.61,3716708.95,60,132.79
93,366646.70,3716730.26,60,83.09
94,366637.21,3716731.15,60,85.86
95,366625.61,3716769.26,60,50.91
96,366624.90,3716748.87,60,86.09
97,366610.13,3716747.51,60,63.65
98,366609.08,3716734.78,60,43.65
