MeshCode,M0-4,F0-4,M5-9,F5-9,M10-14,F10-14,M15-19,F15-19,M20-24,F20-24,M25-29,F25-29,M30-34,F30-34,M35-39,F35-39,M40-44,F40-44,M45-49,F45-49,M50-54,F50-54,M55-59,F55-59,M60-64,F60-64,M65-69,F65-69,M70-74,F70-74,M75-79,F75-79,M80-84,F80-84,M_GTOE85,F_GTOE85,HH1Person,HH2People,HH3People,HH4People,HH5People,HH6People,HHMoreThan7
72,9,5,9,12,12,7,10,10,10,25,19,16,17,23,11,23,13,21,23,21,27,21,24,26,41,40,23,18,20,29,17,36,22,39,10,25,240,104,46,22,9,2,1
