BldCode,CenterX,CenterY,Height,Area
1,364087.70,3714964.26,60,86.63
2,364096.00,3714966.37,60,32.97
3,364053.31,3714963.25,60,61.74
4,364044.42,3714965.46,60,58.31
5,364051.16,3714980.80,60,280.48
6,364038.76,3714982.90,90,57.44
7,364062.91,3714963.63,60,93.52
8,364076.56,3714982.79,120,311.41
9,364095.89,3714988.14,60,32.92
10,364092.54,3714982.58,90,130.31
11,364050.65,3715032.27,90,205.51
12,364084.43,3715044.73,60,49.09
13,364071.18,3715022.27,60,654.17
14,364105.69,3715079.01,90,66.78
15,364112.80,3715075.57,90,75.18
16,364103.15,3715094.69,60,59.14
17,364098.37,3715103.86,60,148.77
18,364091.07,3715117.15,90,87.69
19,364082.76,3715102.62,60,105.88
20,364076.35,3715094.14,60,12.02
21,364095.08,3715083.52,60,154.15
22,364089.87,3715075.42,60,14.88
23,364086.96,3715059.75,120,94.73
24,364071.82,3715061.44,120,107.09
25,364056.45,3715053.49,120,661.45
26,364066.28,3715089.91,60,78.40
27,364044.70,3715120.00,60,43.23
28,364055.38,3715120.42,60,53.71
29,364066.87,3715118.81,90,50.72
30,364050.53,3715106.94,60,174.80
31,364066.73,3715105.43,90,80.13
32,364073.00,3715101.30,60,52.59
33,364077.30,3715118.07,60,61.92
34,364107.60,3715116.07,90,85.20
35,363940.92,3715121.09,120,43.02
36,363948.47,3715108.34,60,214.27
37,363956.28,3715120.67,60,50.23
38,363949.13,3715121.10,60,58.17
39,363976.91,3715119.13,90,185.52
40,363982.65,3715125.16,60,37.13
41,363991.76,3715123.78,90,56.02
42,364002.38,3715112.33,60,37.66
43,364006.42,3715103.75,60,104.78
44,364012.64,3715112.91,60,74.93
45,364035.67,3715119.72,60,63.89
46,364034.33,3715107.16,90,90.53
47,364046.60,3715092.46,60,386.02
48,364013.58,3715089.31,60,170.28
49,364021.62,3715061.91,90,71.47
50,364004.09,3715091.31,90,55.79
51,364006.13,3715058.56,60,71.05
52,363989.08,3715060.01,60,73.99
53,363980.08,3715074.42,60,16.82
54,363991.04,3715079.86,60,147.47
55,363991.77,3715101.13,60,82.50
56,363993.72,3715108.26,60,29.58
57,363991.30,3715115.13,60,60.78
58,363976.31,3715103.08,60,147.86
59,363968.16,3715116.33,90,77.84
60,363961.60,3715107.01,90,57.02
61,363963.11,3715090.40,90,97.57
62,363959.76,3715055.19,60,98.56
63,363947.21,3715056.29,60,98.19
64,363949.21,3715076.44,120,44.94
65,363957.11,3715076.20,60,40.60
66,363956.07,3715090.53,60,61.01
67,363942.03,3715089.76,60,83.22
68,363943.24,3715075.46,90,51.72
69,363958.43,3715026.27,60,242.60
70,363949.76,3715043.61,60,99.29
71,363959.25,3715043.51,90,111.46
72,363974.33,3715056.94,90,92.10
73,363973.86,3715036.47,60,77.93
74,363973.94,3715046.83,60,50.14
75,363974.83,3715016.76,90,228.08
76,363962.68,3715034.44,60,22.03
77,363950.97,3715020.30,60,47.42
78,363964.07,3715005.07,60,204.68
79,363989.30,3715023.45,60,71.71
80,363989.87,3715031.04,90,62.65
81,363991.42,3715040.76,60,246.92
82,364012.18,3715056.97,90,95.71
83,363997.58,3715045.85,60,57.77
84,364005.62,3715019.46,60,73.60
85,364015.55,3715045.54,60,320.27
86,364036.56,3715016.44,60,47.64
87,364040.91,3715012.96,90,111.14
88,364015.79,3715009.22,90,64.30
89,364006.57,3714975.05,90,90.66
90,364015.17,3714974.92,60,121.22
91,364035.39,3714964.58,60,70.07
92,363984.60,3714974.70,60,99.94
93,363970.37,3714974.05,180,88.07
