BldCode,CenterX,CenterY,Height,Area
1,365456.17,3713423.43,60,32.03
2,365463.93,3713430.90,60,270.67
3,365475.94,3713414.26,60,24.83
4,365464.37,3713417.11,60,81.66
5,365472.41,3713409.31,60,21.48
6,365478.38,3713405.76,60,22.51
7,365562.40,3713393.27,60,49.14
8,365554.01,3713398.63,60,67.58
9,365557.52,3713409.74,60,74.47
10,365569.94,3713401.29,90,69.58
11,365591.07,3713390.68,90,75.38
12,365576.78,3713397.02,90,52.91
13,365582.46,3713393.87,90,38.07
14,365596.04,3713381.28,90,148.66
15,365576.04,3713385.02,90,47.51
16,365569.26,3713388.48,60,39.37
17,365638.86,3713383.80,60,839.80
18,365639.95,3713357.75,60,244.03
19,365652.48,3713422.88,60,282.41
20,365640.58,3713404.29,60,288.25
21,365717.66,3713418.98,60,74.86
22,365720.97,3713401.01,60,109.31
23,365719.76,3713406.34,60,13.82
24,365706.68,3713362.67,60,322.14
25,365690.78,3713339.44,60,161.45
26,365698.91,3713324.32,60,84.68
27,365694.25,3713301.29,60,95.80
28,365687.76,3713306.52,60,26.87
29,365682.76,3713320.20,60,214.91
30,365723.62,3713375.05,60,249.44
31,365733.42,3713383.93,60,49.13
32,365742.49,3713386.64,60,48.41
33,365727.89,3713421.38,60,50.17
34,365744.50,3713406.91,60,109.93
35,365743.21,3713411.93,60,8.26
36,365806.75,3713513.08,120,368.19
37,365794.94,3713497.31,60,106.04
38,365808.46,3713490.77,60,74.08
39,365775.66,3713440.12,60,39.61
40,365767.91,3713429.16,60,80.14
41,365759.95,3713429.62,60,21.97
42,365764.37,3713442.00,60,93.36
43,365747.87,3713449.05,60,315.28
44,365745.36,3713494.27,60,15.79
45,365770.59,3713474.89,300,863.88
46,365784.36,3713500.28,60,74.76
47,365775.69,3713502.79,60,71.31
48,365762.40,3713509.97,60,229.99
49,365784.35,3713558.83,90,349.60
50,365773.20,3713530.19,90,389.18
51,365824.15,3713535.01,150,339.29
52,365712.15,3713585.40,60,51.83
53,365700.85,3713578.70,60,61.20
54,365701.83,3713591.05,60,76.67
55,365691.30,3713587.36,60,107.57
56,365670.50,3713586.98,120,67.76
57,365673.34,3713599.43,120,73.36
58,365684.40,3713592.09,60,163.40
59,365635.14,3713610.12,60,122.84
60,365645.88,3713600.83,60,95.36
61,365663.72,3713602.81,60,15.14
62,365657.37,3713596.30,90,186.26
63,365650.03,3713576.05,60,98.27
64,365636.46,3713597.17,90,51.41
65,365622.83,3713582.48,60,118.28
66,365612.81,3713558.41,120,168.82
67,365623.64,3713545.98,60,107.83
68,365660.81,3713572.13,60,59.47
69,365668.09,3713507.18,60,13.30
70,365668.40,3713514.80,60,3.48
71,365676.97,3713525.61,60,65.03
72,365668.77,3713570.61,60,44.86
73,365675.51,3713570.53,60,8.12
74,365691.09,3713564.68,60,74.51
75,365707.98,3713557.46,60,58.92
76,365687.40,3713523.95,60,82.21
77,365689.42,3713506.71,60,137.16
78,365677.25,3713494.42,60,389.62
79,365670.50,3713452.32,60,8.96
80,365634.20,3713465.07,60,50.77
81,365648.53,3713458.85,60,5.98
82,365662.45,3713440.82,180,574.81
83,365665.17,3713452.59,60,11.00
84,365653.38,3713434.48,60,3.81
85,365633.64,3713454.96,90,30.15
86,365628.97,3713456.42,60,41.60
87,365628.11,3713447.34,120,39.99
88,365623.96,3713437.65,90,130.28
89,365607.06,3713450.93,60,120.38
90,365634.28,3713504.47,120,362.16
91,365646.53,3713495.89,60,345.79
92,365609.18,3713506.63,60,72.10
93,365613.36,3713519.29,60,71.76
94,365603.38,3713527.02,90,54.21
95,365609.03,3713545.93,60,101.91
96,365601.65,3713566.13,90,66.18
97,365598.20,3713554.66,60,126.33
98,365599.98,3713511.55,60,122.35
99,365590.80,3713521.51,60,144.88
100,365551.75,3713497.40,60,178.52
101,365564.64,3713474.08,60,348.60
102,365582.31,3713476.72,60,103.42
103,365576.48,3713461.36,120,166.71
104,365586.25,3713452.47,90,94.38
105,365595.13,3713446.00,60,30.29
106,365600.81,3713441.56,60,20.63
107,365553.89,3713461.91,90,39.67
108,365547.32,3713472.75,120,123.75
109,365537.82,3713478.89,60,158.73
110,365501.63,3713465.73,120,208.75
111,365487.47,3713445.43,120,237.74
112,365520.33,3713477.16,60,7.76
113,365523.99,3713504.03,180,389.44
114,365499.73,3713501.35,60,154.03
115,365496.17,3713519.14,60,117.59
116,365487.45,3713503.92,60,124.04
117,365487.49,3713559.50,90,133.54
118,365507.26,3713545.91,60,74.16
119,365511.60,3713558.72,60,60.39
120,365525.07,3713572.67,60,56.59
121,365535.10,3713541.99,90,138.77
122,365525.43,3713547.73,60,109.43
123,365543.89,3713533.73,60,67.34
124,365562.53,3713533.99,60,137.47
125,365547.57,3713545.74,60,51.12
126,365551.05,3713564.36,60,12.22
127,365543.71,3713562.57,60,29.32
128,365576.63,3713570.84,60,98.71
129,365585.69,3713556.77,60,109.22
130,365588.49,3713568.87,60,68.97
131,365579.17,3713592.30,60,105.22
132,365556.42,3713574.04,60,84.34
133,365542.29,3713599.79,60,82.62
134,365559.63,3713597.75,60,120.33
135,365562.22,3713613.65,60,18.03
136,365556.97,3713623.69,60,83.30
137,365549.71,3713631.69,90,34.78
138,365536.27,3713627.79,180,186.56
139,365530.07,3713601.03,60,61.45
140,365533.29,3713608.32,60,18.38
141,365541.69,3713576.66,60,172.17
142,365517.33,3713574.85,60,66.05
143,365520.49,3713584.84,60,43.22
