0,3,0,1,2,0,0,0,0,0,0,0
1,4,3,4,5,6,0,0,0,0,0,0
2,4,7,8,9,3,0,0,0,0,0,0
3,3,10,11,4,0,0,0,0,0,0,0
4,3,12,0,10,0,0,0,0,0,0,0
5,3,13,14,15,0,0,0,0,0,0,0
6,1,-1,0,0,0,0,0,0,0,0,0
7,3,17,18,19,0,0,0,0,0,0,0
8,4,20,21,22,23,0,0,0,0,0,0
9,4,24,25,13,20,0,0,0,0,0,0
10,4,26,27,28,29,0,0,0,0,0,0
11,4,30,31,32,33,0,0,0,0,0,0
12,4,34,35,36,26,0,0,0,0,0,0
13,4,37,38,39,40,0,0,0,0,0,0
14,4,41,42,43,44,0,0,0,0,0,0
15,4,45,46,47,48,0,0,0,0,0,0
16,3,49,50,34,0,0,0,0,0,0,0
17,3,51,37,41,0,0,0,0,0,0,0
18,3,52,53,54,0,0,0,0,0,0,0
19,4,55,56,21,38,0,0,0,0,0,0
20,3,57,58,59,0,0,0,0,0,0,0
21,3,60,61,62,0,0,0,0,0,0,0
22,3,63,42,45,0,0,0,0,0,0,0
23,3,64,65,49,0,0,0,0,0,0,0
24,3,66,67,68,0,0,0,0,0,0,0
25,3,69,70,71,0,0,0,0,0,0,0
26,3,73,74,27,0,0,0,0,0,0,0
27,3,75,22,73,0,0,0,0,0,0,0
28,3,76,77,7,0,0,0,0,0,0,0
29,2,78,11,0,0,0,0,0,0,0,0
30,3,79,80,81,0,0,0,0,0,0,0
31,3,82,83,17,0,0,0,0,0,0,0
32,4,84,85,86,79,0,0,0,0,0,0
33,3,87,16,75,0,0,0,0,0,0,0
34,3,88,24,80,0,0,0,0,0,0,0
35,3,89,1,18,0,0,0,0,0,0,0
36,4,90,91,8,19,0,0,0,0,0,0
37,2,92,78,0,0,0,0,0,0,0,0
38,3,93,94,76,0,0,0,0,0,0,0
39,3,95,9,12,0,0,0,0,0,0,0
40,2,89,92,0,0,0,0,0,0,0,0
41,3,96,97,84,0,0,0,0,0,0,0
42,3,98,93,96,0,0,0,0,0,0,0
43,3,99,100,82,0,0,0,0,0,0,0
44,4,6,23,85,87,0,0,0,0,0,0
45,3,101,102,28,0,0,0,0,0,0,0
46,3,103,104,105,0,0,0,0,0,0,0
47,3,106,101,103,0,0,0,0,0,0,0
48,1,-1,0,0,0,0,0,0,0,0,0
49,3,109,104,107,0,0,0,0,0,0,0
50,3,35,43,55,0,0,0,0,0,0,0
51,4,72,110,111,112,0,0,0,0,0,0
52,3,113,114,115,0,0,0,0,0,0,0
53,3,116,14,66,0,0,0,0,0,0,0
54,2,117,118,0,0,0,0,0,0,0,0
55,4,119,120,30,39,0,0,0,0,0,0
56,3,121,57,99,0,0,0,0,0,0,0
57,3,122,123,58,0,0,0,0,0,0,0
58,3,124,125,52,0,0,0,0,0,0,0
59,3,126,127,113,0,0,0,0,0,0,0
60,2,44,64,0,0,0,0,0,0,0,0
61,3,128,129,130,0,0,0,0,0,0,0
62,4,131,132,69,110,0,0,0,0,0,0
63,5,133,134,135,117,128,0,0,0,0,0
64,3,136,137,50,0,0,0,0,0,0,0
65,2,138,63,0,0,0,0,0,0,0,0
66,3,139,140,60,0,0,0,0,0,0,0
67,3,141,15,40,0,0,0,0,0,0,0
68,2,53,129,0,0,0,0,0,0,0,0
69,3,142,143,144,0,0,0,0,0,0,0
70,3,145,61,126,0,0,0,0,0,0,0
71,2,65,138,0,0,0,0,0,0,0,0
72,2,146,136,0,0,0,0,0,0,0,0
73,3,147,46,51,0,0,0,0,0,0,0
74,2,62,130,0,0,0,0,0,0,0,0
