0,418
1,384
2,390
3,365
4,416
5,401
6,399
7,382
8,371
9,397
10,367
11,369
12,384
13,415
14,414
15,390
16,373
17,399
18,367
19,390
20,392
21,399
22,384
23,382
24,394
25,400
26,376
27,393
28,404
29,386
30,391
31,358
32,399
33,391
34,415
35,379
36,386
37,399
38,372
39,409
40,404
41,400
42,369
43,393
44,399
45,366
46,376
47,392
48,404
49,396
50,362
51,358
52,403
53,389
54,366
55,367
56,368
57,357
58,405
59,364
60,414
61,389
62,415
63,376
64,440
65,390
66,382
67,401
68,378
69,353
70,383
71,435
72,406
73,393
74,387
75,399
76,372
77,328
78,350
79,400
80,441
81,398
82,391
83,338
84,395
85,355
86,369
87,384
88,428
89,335
90,278
91,365
92,282
93,361
94,363
95,316
96,390
97,332
98,242
99,165
100,89
