codeLink,weight,sim
1373,2,1800
1374,2,1800
1375,3,1800
1376,2,1800
1377,14,1800
1378,9,1800
1379,2,1800
1380,5,1800
1381,7,1800
1382,1,1800
1383,9,1800
1384,7,1800
1385,4,1800
1386,9,1800
1387,5,1800
1388,1,1800
1389,9,1800
1390,8,1800
1391,5,1800
1392,31,1800
1393,8,1800
1394,55,1800
1395,2,1800
1396,1,1800
1397,7,1800
1398,3,1800
1399,5,1800
1400,6,1800
1401,7,1800
1402,0,1800
1403,2,1800
1404,3,1800
1405,9,1800
1406,18,1800
1407,11,1800
1408,8,1800
1409,1,1800
1410,3,1800
1411,4,1800
1412,2,1800
1413,14,1800
1414,18,1800
1415,4,1800
1416,27,1800
1417,20,1800
1418,17,1800
1419,23,1800
1420,5,1800
1421,4,1800
1422,1,1800
1423,6,1800
1424,18,1800
1425,2,1800
1426,3,1800
1427,0,1800
1428,4,1800
1429,2,1800
1430,15,1800
1431,19,1800
1432,20,1800
1433,24,1800
1434,37,1800
1435,7,1800
1436,4,1800
1437,4,1800
1438,5,1800
1439,30,1800
1440,44,1800
1441,3,1800
1442,8,1800
1443,8,1800
1444,7,1800
1445,3,1800
1446,6,1800
1447,8,1800
1448,9,1800
1449,11,1800
1450,12,1800
1451,12,1800
1452,12,1800
1453,12,1800
1454,72,1800
1455,57,1800
1456,48,1800
1457,103,1800
1458,36,1800
1459,41,1800
1460,23,1800
1461,47,1800
1462,24,1800
1463,15,1800
1464,141,1800
1465,25,1800
1466,34,1800
1467,19,1800
1468,75,1800
1469,14,1800
1470,39,1800
1471,12,1800
1472,12,1800
1473,2,1800
1474,15,1800
1475,1,1800
1476,2,1800
1477,12,1800
1478,3,1800
1479,10,1800
1480,10,1800
1481,3,1800
1482,8,1800
1483,9,1800
1484,6,1800
1485,30,1800
1486,1,1800
1487,24,1800
1488,25,1800
1489,1,1800
1490,1,1800
1491,12,1800
1492,18,1800
1493,3,1800
1494,4,1800
1495,1,1800
1496,15,1800
1497,1,1800
1498,2,1800
1499,2,1800
1500,1,1800
1501,4,1800
1502,6,1800
1503,3,1800
1504,2,1800
1505,8,1800
1506,3,1800
1507,0,1800
1508,5,1800
1509,2,1800
1510,4,1800
1511,5,1800
1512,12,1800
1513,12,1800
1514,12,1800
1515,3,1800
1516,4,1800
1517,18,1800
1518,18,1800
1519,14,1800
1520,18,1800
1521,2,1800
1522,3,1800
1523,14,1800
1524,2,1800
1525,1,1800
1526,16,1800
1527,11,1800
1528,4,1800
1529,6,1800
1530,4,1800
1531,11,1800
1532,8,1800
1533,8,1800
1534,18,1800
1535,2,1800
1536,24,1800
1537,2,1800
1538,2,1800
1539,13,1800
1540,5,1800
1541,31,1800
1542,23,1800
1543,6,1800
1544,2,1800
1545,2,1800
1546,1,1800
1547,8,1800
1548,5,1800
1549,77,1800
1550,30,1800
1551,18,1800
1552,6,1800
1553,29,1800
1554,6,1800
1555,15,1800
1556,16,1800
1557,2,1800
1558,2,1800
1559,1,1800
1560,2,1800
1561,22,1800
1562,3,1800
1563,5,1800
1564,13,1800
1565,12,1800
1566,2,1800
1567,4,1800
1568,4,1800
1569,25,1800
1570,9,1800
1571,21,1800
1572,2,1800
1573,1,1800
1574,2,1800
1575,13,1800
1576,8,1800
1577,0,1800
1578,36,1800
1579,13,1800
1580,1,1800
1581,0,1800
1582,7,1800
1583,7,1800
1584,70,1800
1585,5,1800
1586,1,1800
1587,3,1800
1588,41,1800
1589,18,1800
1590,35,1800
1591,4,1800
1592,28,1800
1593,1,1800
1594,1,1800
1595,1,1800
1596,2,1800
1597,6,1800
1598,5,1800
1599,3,1800
1600,2,1800
1601,3,1800
1602,1,1800
1603,2,1800
1604,5,1800
1605,5,1800
1606,5,1800
1607,6,1800
1608,1,1800
1609,1,1800
1610,1,1800
1611,12,1800
1612,24,1800
1613,4,1800
1614,3,1800
1615,19,1800
1616,6,1800
1617,20,1800
1618,1,1800
1619,10,1800
1620,3,1800
1621,3,1800
1622,1,1800
1623,24,1800
1624,3,1800
1625,17,1800
1626,5,1800
1627,17,1800
1628,39,1800
1629,6,1800
1630,12,1800
1631,2,1800
1632,23,1800
1633,10,1800
1634,11,1800
1635,15,1800
1636,23,1800
1637,18,1800
1638,6,1800
1639,5,1800
1640,6,1800
1641,32,1800
1642,34,1800
1643,3,1800
1644,36,1800
1645,2,1800
1646,1,1800
1647,3,1800
1648,20,1800
1649,14,1800
1650,10,1800
1651,7,1800
1652,4,1800
1653,9,1800
1654,1,1800
1655,15,1800
1656,9,1800
1657,3,1800
1658,4,1800
1659,2,1800
1660,1,1800
1661,2,1800
1662,13,1800
1663,5,1800
1664,6,1800
1665,1,1800
1666,2,1800
1667,3,1800
1668,2,1800
1669,1,1800
1670,2,1800
1671,1,1800
1672,20,1800
1673,10,1800
1674,29,1800
1675,4,1800
1676,3,1800
1677,3,1800
1678,4,1800
1679,3,1800
1680,2,1800
1681,17,1800
1682,12,1800
1683,16,1800
1684,6,1800
1685,23,1800
1686,5,1800
1687,2,1800
1688,9,1800
1689,34,1800
1690,7,1800
1691,5,1800
1692,2,1800
1693,23,1800
1694,28,1800
1695,24,1800
1696,42,1800
1697,30,1800
1698,132,1800
1699,5,1800
1700,90,1800
1701,80,1800
1702,70,1800
1703,10,1800
1704,9,1800
1705,4,1800
1706,3,1800
1707,3,1800
1708,79,1800
1709,100,1800
1710,95,1800
1711,36,1800
1712,46,1800
1713,2,1800
1714,1,1800
1715,1,1800
1716,10,1800
1717,41,1800
1718,41,1800
1719,5,1800
1720,3,1800
1721,24,1800
1722,40,1800
1723,55,1800
1724,28,1800
1725,48,1800
1726,13,1800
1727,18,1800
1728,10,1800
1729,3,1800
1730,15,1800
1731,47,1800
1732,82,1800
1733,27,1800
1734,16,1800
1735,25,1800
1736,3,1800
1737,7,1800
1738,7,1800
1739,3,1800
1740,27,1800
1741,27,1800
1742,28,1800
1743,23,1800
1744,2,1800
1745,29,1800
1746,25,1800
1747,32,1800
1748,19,1800
1749,25,1800
1750,4,1800
1751,5,1800
1752,12,1800
1753,14,1800
1754,3,1800
1755,3,1800
1756,17,1800
1757,2,1800
1758,22,1800
1759,31,1800
1760,27,1800
1761,21,1800
1762,8,1800
1763,2,1800
1764,22,1800
1765,3,1800
1766,3,1800
1767,13,1800
1768,21,1800
1769,9,1800
1770,2,1800
1771,7,1800
1772,1,1800
1773,1,1800
1774,1,1800
1775,16,1800
1776,5,1800
1777,1,1800
1778,2,1800
1779,19,1800
1780,3,1800
1781,18,1800
1782,13,1800
1783,14,1800
1784,33,1800
1785,19,1800
1786,29,1800
1787,1,1800
1788,2,1800
1789,15,1800
1790,6,1800
1791,2,1800
1792,2,1800
1793,38,1800
1794,75,1800
1795,2,1800
1796,2,1800
1797,0,1800
1798,3,1800
1799,2,1800
1800,0,1800
1801,3,1800
1802,2,1800
1803,3,1800
1804,2,1800
1805,2,1800
1806,3,1800
1807,18,1800
1808,25,1800
1809,33,1800
1810,3,1800
1811,24,1800
1812,9,1800
1813,20,1800
1814,24,1800
1815,5,1800
1816,10,1800
1817,26,1800
1818,1,1800
1819,1,1800
1820,4,1800
1821,4,1800
1822,19,1800
1823,9,1800
1824,1,1800
1825,18,1800
1826,22,1800
1827,3,1800
1828,1,1800
1829,1,1800
1830,2,1800
1831,2,1800
1832,17,1800
1833,4,1800
1834,1,1800
1835,5,1800
1836,4,1800
1837,12,1800
1838,1,1800
1839,16,1800
1840,4,1800
1841,4,1800
1842,1,1800
1843,2,1800
1844,15,1800
1845,13,1800
1846,37,1800
1847,3,1800
1848,4,1800
1849,20,1800
1850,13,1800
1851,10,1800
1852,13,1800
1853,2,1800
1854,4,1800
1855,2,1800
1856,3,1800
1857,5,1800
1858,12,1800
1859,10,1800
1860,2,1800
1861,2,1800
1862,1,1800
1863,2,1800
1864,16,1800
1865,2,1800
1866,1,1800
1867,1,1800
1868,0,1800
1869,0,1800
