codeLink,weight,sim
0,0,1800
1,0,1800
2,0,1800
3,0,1800
4,1,1800
5,1,1800
6,0,1800
7,1,1800
8,6,1800
9,3,1800
10,2,1800
11,1,1800
12,0,1800
13,1,1800
14,1,1800
15,3,1800
16,3,1800
17,3,1800
18,1,1800
19,0,1800
20,1,1800
21,2,1800
22,0,1800
23,0,1800
24,0,1800
25,1,1800
26,1,1800
27,0,1800
28,0,1800
29,1,1800
30,1,1800
31,2,1800
32,1,1800
33,1,1800
34,1,1800
35,0,1800
36,0,1800
37,0,1800
38,1,1800
39,0,1800
40,1,1800
41,3,1800
42,2,1800
43,0,1800
44,1,1800
45,1,1800
46,1,1800
47,7,1800
48,16,1800
49,11,1800
50,3,1800
51,1,1800
52,4,1800
53,2,1800
54,0,1800
55,0,1800
56,4,1800
57,5,1800
58,2,1800
59,9,1800
60,0,1800
61,1,1800
62,2,1800
63,2,1800
64,0,1800
65,2,1800
66,8,1800
67,0,1800
68,1,1800
69,0,1800
70,1,1800
71,1,1800
72,0,1800
73,3,1800
74,2,1800
75,1,1800
76,2,1800
77,0,1800
78,1,1800
79,0,1800
80,1,1800
81,0,1800
82,9,1800
83,0,1800
84,7,1800
85,1,1800
86,1,1800
87,0,1800
88,4,1800
89,3,1800
90,2,1800
91,3,1800
92,2,1800
93,3,1800
94,2,1800
95,2,1800
96,2,1800
97,11,1800
98,15,1800
99,17,1800
100,15,1800
101,3,1800
102,44,1800
103,1,1800
104,5,1800
105,1,1800
106,2,1800
107,1,1800
108,4,1800
109,3,1800
110,5,1800
111,6,1800
112,2,1800
113,6,1800
114,3,1800
115,8,1800
116,5,1800
117,1,1800
118,2,1800
119,2,1800
120,1,1800
121,0,1800
122,4,1800
123,0,1800
124,1,1800
125,2,1800
126,0,1800
127,37,1800
128,14,1800
129,0,1800
130,0,1800
131,5,1800
132,15,1800
133,1,1800
134,3,1800
135,4,1800
136,0,1800
137,0,1800
138,0,1800
139,0,1800
140,0,1800
141,0,1800
142,0,1800
143,0,1800
144,0,1800
145,54,1800
146,39,1800
147,12,1800
148,14,1800
149,1,1800
150,2,1800
151,3,1800
152,2,1800
